preco,bairro,area,quartos,suites,vagas,andar,banheiros,salao de festas,mobiliado,varanda,academia,espaco gourmet,playground,churrasqueira,piscina
R$ 1.130.000,Balneário,128,3,1,2,,2,1,0,1,0,1,0,1,0
R$ 499.000,Abraão,64,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 716.000,Barra da Lagoa,61,2,0,1,5,1,0,0,0,0,0,0,1,1
R$ 890.000,Abraão,82,3,1,2,6,2,1,0,0,0,1,1,0,0
R$ 980.000,Canto,106,2,1,1,3,2,1,0,1,1,1,1,1,1
R$ 780.000,João Paulo,76,2,1,1,1,2,1,0,1,0,0,1,1,1
R$ 5.400.000,João Paulo,350,4,4,3,,5,0,0,0,0,0,0,0,0
R$ 635.000,João Paulo,43,1,1,1,5,1,0,1,0,1,1,0,0,0
R$ 820.000,Abraão,85,3,1,2,1,3,1,0,1,0,1,1,1,0
R$ 1.585.000,Balneário,137,4,2,2,9,3,1,1,1,1,1,1,1,1
R$ 1.150.000,Canto,106,3,1,2,4,2,0,0,1,1,0,1,1,1
R$ 1.270.000,Balneário,144,,1,3,2,3,1,1,1,0,1,0,0,1
R$ 530.000,Vargem Grande,60,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.250.000,Canto,96,3,1,2,11,2,0,0,0,0,0,0,0,0
R$ 926.000,Jardim Atlântico,67,2,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.500.000,Balneário,188,3,1,2,1,2,1,1,1,1,1,0,1,1
R$ 1.200.000,Canto,85,3,1,1,9,3,1,1,0,0,0,1,1,1
R$ 740.000,João Paulo,49,1,0,1,2,1,1,0,0,1,1,1,1,0
R$ 1.230.000,Balneário,65,2,1,2,,2,1,1,0,1,1,1,1,1
R$ 760.000,João Paulo,69,2,1,1,,1,0,0,0,1,0,0,0,0
R$ 769.900,Abraão,82,,1,0,5,,0,0,1,0,0,0,0,1
R$ 1.270.000,Balneário,143,3,1,3,2,3,1,0,0,0,0,0,0,0
R$ 1.145.000,Abraão,104,3,3,2,2,2,1,1,1,1,0,1,1,1
R$ 1.700.000,João Paulo,114,3,1,2,,3,1,0,1,1,1,1,1,1
R$ 1.041.891,Coloninha,115,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 639.900,Coloninha,83,3,1,1,1,,1,0,1,0,0,0,1,0
R$ 190.000,Abraão,32,2,0,0,,1,0,0,0,0,0,0,0,0
R$ 310.000,Pantanal,22,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 750.000,,94,2,0,1,,1,1,1,1,0,0,0,0,0
R$ 1.379.000,Canto,106,3,2,2,,,1,0,1,1,1,1,1,1
R$ 1.380.000,Abraão,99,,2,2,1,,1,1,1,1,1,1,1,1
R$ 2.850.000,Estreito,132,3,3,3,,3,0,1,0,0,0,0,0,0
R$ 899.000,Abraão,90,3,1,2,,2,1,1,0,1,0,1,0,0
R$ 890.000,João Paulo,65,2,1,1,2,2,0,1,0,0,1,0,1,1
R$ 1.350.000,Saco Grande,104,3,1,2,,3,1,0,1,1,0,1,1,1
R$ 831.415,Abraão,63,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.512.932,João Paulo,92,2,2,1,,2,0,0,1,1,1,0,1,1
R$ 750.000,Pantanal,63,2,1,1,7,1,1,0,1,1,1,1,0,0
R$ 920.800,Abraão,90,3,1,2,5,2,1,0,1,1,1,1,1,1
R$ 1.090.000,Balneário,96,3,2,2,,3,1,0,0,1,0,1,1,1
R$ 750.000,Pantanal,68,2,0,1,3,1,0,0,0,0,1,0,1,1
R$ 1.190.000,Canto,97,3,2,2,,3,1,0,0,1,0,1,0,0
R$ 1.800.000,Canto,129,3,3,2,4,1,1,0,1,0,0,1,1,1
R$ 760.000,João Paulo,71,2,1,1,,1,0,0,0,0,0,0,0,0
R$ 790.000,João Paulo,81,3,1,2,1,1,0,0,1,0,0,0,1,1
R$ 1.090.000,Abraão,100,3,3,2,,1,1,0,0,0,1,1,0,1
R$ 380.000,Pantanal,30,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.050.000,João Paulo,75,2,1,2,1,2,1,0,1,0,0,0,1,0
R$ 1.299.000,Canto,111,3,2,1,,3,1,0,0,0,0,0,0,0
R$ 890.000,Balneário,80,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.370.000,Pantanal,93,3,1,2,,2,1,0,0,0,1,0,1,0
R$ 950.000,Abraão,76,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 446.000,Vargem do Bom Jesus,64,2,0,1,,1,1,1,0,0,1,0,1,1
R$ 1.200.000,Balneário,105,3,1,1,1,2,1,0,0,1,1,1,1,1
R$ 890.000,Abraão,82,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 465.000,Vargem do Bom Jesus,56,2,0,1,4,1,0,0,0,0,0,0,0,0
R$ 1.399.000,Canto,111,3,2,1,7,3,1,0,1,1,1,1,1,1
R$ 1.250.000,Abraão,97,3,1,2,1,3,1,0,0,1,1,1,1,0
R$ 870.000,Abraão,69,,1,1,3,2,1,1,1,1,1,1,1,1
R$ 830.000,Abraão,106,3,1,2,2,2,0,0,0,0,0,0,0,0
R$ 1.273.000,João Paulo,118,3,3,2,,4,0,0,1,0,1,1,1,1
R$ 719.000,Rio Vermelho,64,2,1,1,4,1,0,0,0,0,0,0,0,0
R$ 550.000,Vargem do Bom Jesus,57,2,0,1,4,1,0,1,1,0,0,0,1,1
R$ 731.971,Barra da Lagoa,60,1,1,1,,2,1,0,0,1,0,0,1,0
R$ 877.890,Abraão,67,1,0,1,,1,1,0,1,1,1,1,0,0
R$ 980.000,Abraão,70,2,1,1,3,2,1,0,1,1,1,1,1,0
R$ 1.699.000,João Paulo,125,3,1,2,,2,1,0,0,0,0,1,1,0
R$ 1.158.587,João Paulo,82,2,1,1,,3,0,0,1,0,0,0,1,1
R$ 1.069.000,Balneário,200,3,1,1,5,3,0,0,0,0,0,0,0,0
R$ 750.000,Canto,98,3,1,2,,2,1,1,0,1,1,1,1,1
R$ 1.850.000,João Paulo,154,4,2,2,2,5,1,0,0,0,0,1,1,1
R$ 899.000,Abraão,141,4,1,2,2,3,1,0,0,0,0,0,1,0
R$ 1.380.000,João Paulo,115,3,2,2,,4,0,0,0,0,0,0,0,0
R$ 850.000,Canto,124,3,1,1,10,2,0,1,1,0,0,0,1,0
R$ 850.000,Abraão,79,2,1,1,3,2,1,1,1,1,1,1,1,1
R$ 1.716.009,João Paulo,122,3,2,3,,3,0,0,0,0,0,0,0,0
R$ 950.000,João Paulo,81,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.120.000,Canto,97,3,3,1,1,1,1,0,1,0,0,1,1,1
R$ 1.090.000,Abraão,103,3,2,2,,2,0,1,0,0,1,1,0,0
R$ 690.000,Abraão,67,2,1,1,1,2,1,0,0,0,0,0,1,1
R$ 1.390.000,Balneário,75,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 440.000,Abraão,74,3,0,1,2,1,1,0,1,0,0,1,1,0
R$ 385.000,Pantanal,24,1,0,0,,1,1,1,0,1,1,0,1,1
R$ 1.200.000,Balneário,90,3,1,1,3,1,1,0,1,1,1,1,0,1
R$ 850.000,João Paulo,81,3,1,1,,2,0,1,1,0,0,0,0,1
R$ 990.000,Canto,87,2,2,1,,,1,0,0,0,0,0,0,0
R$ 1.971.998,João Paulo,100,2,1,1,,2,1,1,0,1,1,0,1,0
R$ 950.000,Monte Verde,90,3,1,2,4,2,1,0,0,1,1,1,0,0
R$ 630.000,Pantanal,62,2,0,1,,1,0,1,0,0,0,0,0,0
R$ 1.150.000,Canto,106,3,1,2,4,2,0,0,0,0,0,0,0,0
R$ 1.294.474,João Paulo,114,3,3,2,,4,1,0,1,1,1,0,1,1
R$ 680.000,João Paulo,37,1,1,1,,1,0,0,0,1,0,0,0,0
R$ 1.550.000,Balneário,102,3,1,3,,2,1,1,1,1,0,1,1,1
R$ 1.380.000,Abraão,98,3,2,2,,3,1,0,0,1,0,0,0,1
R$ 1.090.000,Abraão,100,3,1,2,,3,1,0,1,0,1,1,1,1
R$ 1.950.000,Monte Verde,161,,2,2,8,,1,1,0,1,1,1,1,1
R$ 948.000,Pantanal,80,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.200.000,Canto,97,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 457.000,Vargem Grande,54,2,0,0,,1,0,0,0,0,0,0,0,0
R$ 860.000,João Paulo,75,2,1,1,,2,1,0,1,1,1,0,0,0
R$ 1.799.000,Balneário,152,4,1,2,,3,0,0,0,0,0,0,0,0
R$ 1.490.000,João Paulo,95,2,2,1,,3,0,0,0,1,1,1,1,1
R$ 995.000,Canto,79,2,2,1,,3,1,0,0,1,0,0,0,0
R$ 2.132.397,João Paulo,125,3,2,1,,2,0,0,1,1,1,0,1,1
R$ 470.000,Barra da Lagoa,48,1,0,1,3,1,0,0,0,0,1,0,1,1
R$ 1.189.500,Canto,96,,1,1,10,,1,0,1,1,1,1,0,1
R$ 630.000,Pantanal,93,3,0,1,3,2,1,0,1,0,0,1,0,0
R$ 750.000,João Paulo,86,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 790.000,João Paulo,52,1,0,1,2,1,1,0,0,1,1,0,0,1
R$ 520.000,Rio Vermelho,109,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 790.000,Pantanal,63,2,1,1,6,2,1,0,1,1,1,0,1,1
R$ 799.000,João Paulo,80,3,1,1,,2,1,0,1,0,0,1,0,0
R$ 1.202.676,João Paulo,82,2,2,1,,2,0,0,1,1,1,0,1,1
R$ 679.662,João Paulo,50,1,0,0,,1,1,0,0,0,1,0,0,1
R$ 883.145,Monte Verde,74,2,2,1,,2,1,0,0,0,0,1,1,1
R$ 850.000,João Paulo,71,2,0,2,,1,1,0,1,0,0,0,0,1
R$ 780.000,Abraão,91,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 750.000,João Paulo,86,3,1,1,3,2,1,0,1,0,0,0,0,1
R$ 3.499.354,Barra da Lagoa,133,2,2,2,2,1,0,0,1,0,0,0,0,0
R$ 1.011.916,João Paulo,81,2,2,2,,3,1,0,0,1,0,0,0,0
R$ 963.000,Canto,79,2,2,1,,3,1,0,1,1,1,0,1,1
R$ 1.250.000,Canto,96,3,1,2,11,2,1,1,1,1,0,1,0,1
R$ 900.000,Abraão,78,2,1,1,,2,1,1,1,1,1,1,1,1
R$ 1.650.000,João Paulo,116,3,2,2,,3,1,0,1,1,0,0,1,1
R$ 1.000.971,Abraão,76,3,1,2,,2,1,0,0,1,0,1,0,0
R$ 920.000,Barra da Lagoa,73,2,2,1,4,2,0,0,1,0,0,0,1,1
R$ 1.200.000,Canto,85,3,1,1,9,3,1,1,1,1,1,1,0,0
R$ 1.337.000,João Paulo,81,2,1,2,,2,1,0,0,1,0,0,0,0
R$ 945.000,Monte Verde,90,3,1,2,4,2,0,0,0,0,0,0,1,1
R$ 820.000,Canto,78,2,1,2,,2,1,1,1,0,1,1,1,0
R$ 1.700.000,Balneário,103,3,1,2,,2,1,1,1,1,0,0,1,1
R$ 649.000,Monte Verde,47,1,1,1,,1,1,0,0,0,1,1,1,1
R$ 1.650.000,João Paulo,116,3,1,2,,4,1,1,0,0,0,0,1,1
R$ 800.000,Abraão,135,3,1,2,4,2,1,0,1,0,1,0,0,0
R$ 440.000,Balneário,67,2,0,0,,1,0,0,0,0,0,1,1,0
R$ 849.700,Coloninha,83,3,1,2,1,2,1,0,0,0,0,0,0,0
R$ 875.000,João Paulo,76,2,1,1,1,3,1,0,1,1,0,1,1,1
R$ 1.200.000,João Paulo,103,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 950.000,Canto,107,3,1,2,5,3,1,0,1,0,0,0,1,0
R$ 1.179.459,Abraão,92,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 605.000,João Paulo,48,1,1,1,,1,1,0,1,1,0,0,0,0
R$ 515.000,Saco dos Limões,39,1,1,1,,1,1,0,1,0,1,0,0,1
R$ 890.000,Balneário,78,2,1,1,4,2,1,1,1,1,1,1,1,1
R$ 1.095.000,Canto,97,3,2,1,3,1,1,1,1,0,0,0,0,1
R$ 1.193.016,Abraão,90,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.799.000,João Paulo,133,3,3,0,,4,1,0,1,0,1,1,0,0
R$ 870.000,Pantanal,62,2,2,1,,2,1,1,0,0,0,0,1,0
R$ 1.150.000,Canto,106,3,1,2,4,,1,1,1,1,0,0,0,1
R$ 850.000,Balneário,90,3,1,1,4,2,0,1,0,0,0,0,0,1
R$ 375.000,Balneário,58,2,0,1,,1,0,0,1,0,0,1,1,0
R$ 728.748,Canto,78,1,1,1,1,1,0,0,1,0,0,0,0,1
R$ 845.000,Pantanal,74,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 590.000,Balneário,46,1,0,1,3,1,1,0,0,1,0,1,1,1
R$ 668.000,Carianos,63,2,1,1,,2,1,0,1,1,1,1,1,1
R$ 870.000,Rio Vermelho,106,3,1,2,3,2,1,1,1,1,0,0,0,1
R$ 1.160.000,Pantanal,90,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 890.000,João Paulo,67,,1,1,4,,1,0,1,0,0,1,1,1
R$ 750.000,João Paulo,86,3,1,1,,,0,0,0,0,0,0,0,0
R$ 540.500,Carianos,45,1,0,1,,1,1,0,0,0,0,0,0,0
R$ 780.000,Canto,68,2,1,1,6,2,1,0,1,1,1,0,1,1
R$ 1.250.000,Coloninha,125,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 980.000,Balneário,100,,1,1,4,,1,1,1,0,0,0,1,1
R$ 1.390.000,João Paulo,115,,2,2,,,1,0,0,1,0,1,1,1
R$ 1.600.000,Balneário,125,3,2,2,5,3,1,1,1,1,0,1,1,1
R$ 595.000,Pantanal,51,2,0,1,,1,0,1,0,0,0,0,0,0
R$ 650.000,Abraão,128,3,1,0,2,2,0,0,1,0,0,0,0,0
R$ 635.000,João Paulo,43,1,1,1,,1,1,1,0,0,0,0,0,0
R$ 860.000,Abraão,92,3,1,1,,2,1,0,0,0,0,1,0,0
R$ 1.730.000,Balneário,123,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.233.883,João Paulo,105,1,1,2,,2,0,0,1,0,0,0,0,0
R$ 750.000,Saco dos Limões,65,2,1,1,,1,0,0,0,0,0,0,0,0
R$ 799.500,João Paulo,80,3,1,1,,1,1,0,0,0,0,1,0,0
R$ 1.190.000,Canto,96,3,2,3,10,1,0,0,0,0,0,0,0,0
R$ 960.000,Abraão,112,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.500.000,João Paulo,124,3,1,2,2,2,1,0,1,1,1,1,1,1
R$ 683.977,Barra da Lagoa,40,1,0,1,3,1,0,0,0,0,0,0,0,1
R$ 1.625.000,João Paulo,115,3,1,2,7,3,0,1,0,0,0,0,0,0
R$ 310.000,Pantanal,22,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.100.000,João Paulo,100,3,1,2,,2,1,1,1,0,0,1,0,1
R$ 1.048.000,Canto,106,2,1,1,2,1,1,0,0,0,0,1,0,1
R$ 1.250.000,João Paulo,104,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 860.000,João Paulo,69,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 719.997,Abraão,76,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 2.050.000,João Paulo,134,3,3,2,1,1,0,0,1,0,1,0,1,1
R$ 1.640.000,Canto,129,3,3,1,,4,1,0,1,0,0,1,1,0
R$ 1.100.000,Abraão,90,3,1,2,,2,1,0,0,0,1,1,1,1
R$ 3.200.000,João Paulo,184,3,2,2,,2,0,1,1,0,0,0,1,1
R$ 1.000.000,Canto,198,3,1,2,6,1,0,0,0,0,0,0,0,0
R$ 1.390.000,João Paulo,87,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 1.000.000,Pantanal,68,2,1,2,,2,1,1,1,1,1,1,1,1
R$ 973.000,Canto,82,2,2,1,,3,1,0,0,1,0,0,0,0
R$ 1.520.000,Canto,129,3,3,1,,4,1,0,1,0,0,1,1,1
R$ 1.370.000,João Paulo,109,4,1,3,,2,1,0,0,0,0,1,1,1
R$ 820.000,Balneário,76,2,1,1,,2,0,0,1,0,0,1,1,1
R$ 600.000,Canto,80,2,1,1,,2,1,1,0,0,0,0,0,0
R$ 1.331.926,João Paulo,81,2,2,1,2,3,1,1,1,1,1,1,0,0
R$ 1.290.000,João Paulo,110,3,1,3,3,3,0,1,1,0,0,0,1,1
R$ 1.250.000,Rio Vermelho,99,2,1,1,,2,1,1,0,1,0,1,0,0
R$ 310.000,Pantanal,22,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 997.150,Abraão,76,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 369.440,Pantanal,23,1,0,0,,1,0,0,0,0,1,0,1,1
R$ 1.199.000,Balneário,132,3,2,2,,3,0,0,0,0,0,0,0,0
R$ 1.650.000,João Paulo,135,3,3,2,,3,1,0,1,1,1,0,0,0
R$ 630.000,Pantanal,64,2,0,1,,1,0,1,0,0,0,0,0,0
R$ 1.300.000,Balneário,170,,1,2,,,1,0,1,0,0,0,1,0
R$ 1.380.000,Abraão,120,3,1,2,8,2,1,0,1,1,1,1,0,0
R$ 1.925.000,João Paulo,133,3,3,2,2,4,0,0,1,1,1,1,1,1
R$ 1.380.000,Abraão,112,3,1,2,11,3,1,0,0,1,0,1,1,0
R$ 940.000,João Paulo,70,2,2,1,,1,1,0,1,0,0,0,0,0
R$ 1.000.000,Balneário,75,2,1,1,,1,0,0,1,0,1,0,1,1
R$ 2.050.000,João Paulo,159,3,2,2,,3,1,0,1,0,1,0,1,0
R$ 1.294.474,João Paulo,116,3,3,2,,4,0,0,0,0,0,0,1,1
R$ 1.730.000,Balneário,123,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 750.000,Canto,98,3,1,2,,2,1,0,1,1,0,0,0,0
R$ 950.000,Balneário,116,3,1,1,1,3,1,0,1,0,0,0,0,0
R$ 974.072,João Paulo,79,2,2,2,2,3,0,0,1,0,0,0,1,1
R$ 1.249.000,Canto,99,3,2,1,,3,1,0,0,1,0,0,0,0
R$ 1.850.000,Canto,180,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 800.000,Balneário,112,3,1,1,2,3,1,0,0,0,0,0,0,0
R$ 1.490.000,João Paulo,114,3,1,2,,3,1,0,1,1,1,1,1,1
R$ 1.100.000,Pantanal,88,3,1,2,,2,1,0,0,1,0,1,0,0
R$ 810.000,João Paulo,61,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.150.000,Coloninha,100,3,2,2,,3,1,1,1,1,1,1,1,1
R$ 1.325.000,João Paulo,81,2,1,2,1,3,0,1,1,0,0,0,1,1
R$ 770.000,Balneário,118,3,1,1,1,2,1,0,0,0,0,0,0,0
R$ 1.925.000,João Paulo,133,3,1,2,,1,1,0,0,0,0,0,0,0
R$ 560.000,Barra da Lagoa,34,1,1,1,,1,0,0,0,0,1,0,0,1
R$ 1.490.000,Abraão,90,3,1,1,11,2,0,0,0,0,0,0,1,0
R$ 1.730.000,Balneário,123,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 658.385,Barra da Lagoa,93,1,1,1,1,1,1,0,0,1,0,0,1,0
R$ 750.000,Abraão,77,2,1,1,2,2,1,0,0,0,0,1,0,0
R$ 1.247.935,João Paulo,94,1,1,2,,2,1,0,1,1,0,0,0,0
R$ 1.650.000,João Paulo,116,3,3,2,2,4,0,0,1,0,0,0,1,1
R$ 630.000,Balneário,65,3,1,0,,2,0,0,0,0,0,0,0,0
R$ 950.000,Barra da Lagoa,74,2,2,1,2,3,0,0,0,0,0,0,0,0
R$ 800.000,João Paulo,73,2,1,1,,2,0,0,1,0,0,0,0,0
R$ 7.500.000,João Paulo,580,4,4,4,,6,1,0,0,1,1,1,1,1
R$ 1.183.978,Abraão,90,3,1,2,,2,1,0,1,1,1,1,0,0
R$ 1.139.000,Canto,99,3,2,1,,3,1,0,0,1,0,0,0,0
R$ 650.000,Pantanal,37,1,1,1,1,1,1,0,0,0,0,0,0,0
R$ 1.712.752,João Paulo,123,3,2,3,,3,0,0,1,0,0,0,0,0
R$ 1.290.000,Rio Vermelho,108,2,1,2,,2,1,1,1,1,1,1,1,1
R$ 950.000,Balneário,116,3,1,1,,2,1,0,1,0,0,0,0,1
R$ 890.000,Canto,135,4,3,1,7,4,1,0,0,0,0,0,1,0
R$ 1.100.000,Canto,170,3,2,1,,2,0,0,1,0,0,1,1,1
R$ 790.000,João Paulo,81,3,1,2,,2,0,0,1,0,0,0,1,1
R$ 1.450.000,Abraão,110,4,1,2,,3,1,0,1,0,0,1,1,1
R$ 990.000,Balneário,109,3,1,2,,1,1,0,0,0,1,0,0,0
R$ 415.000,Carianos,59,2,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.200.000,Canto,97,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 850.000,João Paulo,76,2,1,1,,2,1,0,0,0,0,1,0,0
R$ 1.362.225,Monte Verde,94,3,2,2,1,1,1,0,0,0,1,1,0,0
R$ 950.000,João Paulo,76,2,1,2,,1,1,0,0,0,1,1,1,0
R$ 715.000,Abraão,76,2,1,1,1,2,0,0,0,0,0,0,1,1
R$ 1.250.000,João Paulo,109,4,1,2,,1,1,0,0,0,0,1,1,0
R$ 1.294.229,Monte Verde,98,3,1,0,,2,1,0,0,0,0,1,0,1
R$ 1.750.000,Balneário,113,3,2,2,,3,1,0,1,1,1,1,0,0
R$ 395.000,Carianos,50,2,0,1,1,1,0,0,0,0,0,0,0,0
R$ 750.000,Abraão,78,2,1,1,2,2,1,0,1,1,1,1,1,0
R$ 2.780.000,João Paulo,237,3,3,3,3,4,0,0,1,0,0,0,1,1
R$ 849.453,Monte Verde,66,1,0,1,,1,0,0,0,0,0,1,1,1
R$ 787.044,Barra da Lagoa,70,2,2,1,,3,1,1,0,0,1,0,1,1
R$ 2.450.000,Balneário,138,3,3,3,9,4,0,1,1,0,0,0,1,1
R$ 1.000.000,Balneário,75,2,1,1,,2,1,1,1,1,1,1,1,1
R$ 2.300.000,João Paulo,134,3,3,2,3,3,1,0,0,1,1,1,1,1
R$ 950.000,Abraão,112,3,1,2,,3,1,1,1,0,0,0,0,1
R$ 1.719.975,João Paulo,159,3,2,3,,3,1,0,0,1,0,0,0,0
R$ 466.620,Pantanal,33,1,0,0,,1,0,0,0,0,1,0,1,1
R$ 1.200.000,João Paulo,80,2,1,2,,2,1,0,0,1,0,1,0,0
R$ 1.060.000,João Paulo,87,2,2,2,,3,1,0,1,0,1,1,1,1
R$ 1.850.000,João Paulo,150,4,2,2,2,4,1,0,0,0,0,1,1,0
R$ 1.600.000,Balneário,124,3,2,2,5,3,0,0,1,1,1,1,0,0
R$ 790.000,Balneário,69,2,1,0,,2,1,0,1,0,0,1,1,1
R$ 890.000,Abraão,83,3,1,1,6,2,1,0,0,1,1,1,1,1
R$ 1.179.000,Canto,111,3,2,1,4,1,1,0,0,0,0,1,0,1
R$ 1.090.000,João Paulo,81,2,2,2,2,2,0,0,1,0,0,1,1,1
R$ 1.850.000,João Paulo,150,4,2,1,,5,1,0,1,0,0,1,1,1
R$ 1.050.000,Balneário,125,3,1,2,,4,1,0,1,0,0,0,0,0
R$ 910.000,Abraão,138,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.060.000,Balneário,76,2,2,2,,3,1,0,0,0,1,1,0,1
R$ 850.000,Pantanal,74,2,1,1,,2,1,1,0,1,0,1,1,0
R$ 1.328.500,Canto,109,3,3,2,2,4,1,0,0,1,1,1,1,1
R$ 1.100.000,Canto,86,3,1,2,,2,1,0,1,0,1,0,0,0
R$ 900.000,Canto,79,2,2,1,4,1,1,0,1,0,0,0,1,1
R$ 1.150.000,Balneário,92,3,1,1,,2,0,0,1,1,1,1,1,1
R$ 820.000,João Paulo,69,2,1,1,,1,0,0,0,1,0,0,0,0
R$ 1.730.504,João Paulo,133,3,3,2,2,3,0,0,1,0,0,0,1,1
R$ 1.188.800,Balneário,136,3,1,1,,2,0,0,1,0,0,1,1,1
R$ 985.000,Pantanal,80,3,1,2,,2,1,1,1,1,1,1,0,0
R$ 1.250.000,Abraão,96,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 1.137.518,Canto,96,2,2,2,7,2,1,0,1,1,1,1,1,1
R$ 725.000,Barra da Lagoa,49,1,0,0,,1,0,0,1,0,1,1,0,0
R$ 1.980.000,Balneário,240,3,3,3,,5,0,0,0,0,0,0,0,0
R$ 1.210.000,Abraão,89,3,1,2,9,2,1,0,0,1,1,0,0,0
R$ 1.326.860,João Paulo,81,2,2,2,1,2,1,1,0,1,1,0,0,0
R$ 410.000,Carianos,55,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.850.000,Canto,180,3,3,2,,4,1,0,0,0,0,1,1,1
R$ 1.490.000,Abraão,90,3,1,1,11,2,0,0,0,0,0,0,1,0
R$ 1.399.000,João Paulo,134,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.200.000,João Paulo,100,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.150.000,Balneário,75,2,1,1,4,2,1,1,1,1,1,1,0,1
R$ 1.262.102,João Paulo,94,1,1,2,4,2,0,0,1,0,0,1,1,1
R$ 630.000,Canto,40,1,0,1,,1,1,0,0,0,1,0,1,1
R$ 720.000,Canto,118,3,2,1,4,3,1,0,0,0,0,0,0,0
R$ 889.000,Monte Verde,90,3,1,1,,2,1,0,0,1,1,1,0,1
R$ 1.090.000,Balneário,220,4,1,1,,2,1,1,0,0,0,0,0,0
R$ 1.700.000,Canto,205,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.590.000,João Paulo,81,2,2,1,,3,1,0,1,1,1,1,1,1
R$ 1.290.000,João Paulo,109,4,1,3,,2,1,0,0,0,0,1,1,1
R$ 1.650.000,Monte Verde,162,,1,2,8,,1,0,0,1,1,1,1,1
R$ 1.183.978,Abraão,92,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 450.000,Vargem do Bom Jesus,54,2,0,2,,1,1,1,1,1,0,0,1,1
R$ 580.000,Pantanal,32,,1,1,3,,1,1,0,0,0,0,1,0
R$ 920.000,Canto,124,,2,1,8,,0,0,1,0,0,0,0,1
R$ 975.851,Barra da Lagoa,92,2,1,1,1,2,1,0,0,1,1,1,1,0
R$ 950.000,Balneário,116,3,1,1,,3,1,0,1,0,0,1,1,1
R$ 890.000,Monte Verde,90,3,1,1,,1,1,0,0,0,1,1,1,0
R$ 895.000,João Paulo,80,3,1,1,3,2,1,1,1,0,1,0,0,1
R$ 650.000,Balneário,89,3,1,1,3,2,1,0,0,0,0,0,0,0
R$ 550.000,Barra da Lagoa,44,1,1,0,,1,1,0,0,0,1,0,1,1
R$ 860.000,Abraão,91,3,1,1,1,2,1,0,0,0,0,1,0,1
R$ 2.856.000,João Paulo,190,3,3,3,,4,1,0,1,0,1,0,1,0
R$ 950.000,Balneário,116,3,1,1,,2,1,0,1,0,0,0,1,0
R$ 980.000,Monte Verde,90,2,1,2,4,2,1,0,0,1,0,1,0,0
R$ 3.390.000,Balneário,132,3,3,2,9,4,0,1,0,0,1,1,0,0
R$ 817.570,Abraão,62,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 980.000,Canto,84,2,1,1,,1,0,1,1,1,0,1,0,1
R$ 2.566.000,João Paulo,134,3,3,2,1,1,0,0,1,0,1,0,1,1
R$ 1.224.678,João Paulo,82,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 650.000,Canto,40,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 720.000,Canto,49,3,1,1,2,3,1,1,1,0,0,0,0,0
